precision,emd,noise 5%,noise 10%,noise 15%,noise 20%,batch_size,learning_rate,type
5,1.7502309481302898,2.3886685371398926,2.653077403704325,2.8215932051340737,2.9206899801890054,1024,0.0015625,lambda JR 0.1
6,1.8299702008565266,2.3310229778289795,2.5492337147394815,2.702160358428955,2.8032129208246865,1024,0.0015625,lambda JR 0.1
7,1.7741482257843018,2.5153592427571616,2.771507501602173,2.948826313018799,3.073271115620931,1024,0.0015625,lambda JR 0.1
8,1.7211230595906575,2.439687410990397,2.6637858947118125,2.8119831879933677,2.9175692796707153,1024,0.0015625,lambda JR 0.1
9,2.1545408566792807,2.487644672393799,2.709458112716675,2.8538682063420615,2.9565218687057495,1024,0.0015625,lambda JR 0.1
10,1.6420284112294514,2.376417597134908,2.6178454955418906,2.7672399282455444,2.8684133291244507,1024,0.0015625,lambda JR 0.1
11,1.634796380996704,2.380602558453878,2.6338944832483926,2.7911587158838906,2.8933270374933877,1024,0.0015625,lambda JR 0.1
2,3.0073489348093667,3.383416493733724,3.5440572102864585,3.6886274814605713,3.7947001457214355,1024,0.0015625,lambda JR 0.01
3,1.826589822769165,2.542512059211731,2.7618141969045005,2.949416756629944,3.0921834309895835,1024,0.0015625,lambda JR 0.01
4,1.8606879711151123,2.4918277661005654,2.7794488271077475,2.988585631052653,3.1282962958017984,1024,0.0015625,lambda JR 0.01
5,1.7508309682210286,2.4927956660588584,2.734965682029724,2.890576879183451,2.9854514996210733,1024,0.0015625,lambda JR 0.01
6,1.6642882029215496,2.418010195096334,2.71578057607015,2.8655694325764975,2.9421410163243613,1024,0.0015625,lambda JR 0.01
7,1.2732372681299846,2.3709394137064614,2.6614949305852256,2.8231422106424966,2.922616799672445,1024,0.0015625,lambda JR 0.01
8,1.7520073652267456,2.51259438196818,2.8353203932444253,3.02288548151652,3.134359916051229,1024,0.0015625,lambda JR 0.01
9,1.682995875676473,2.4978133042653403,2.8469658692677817,3.0273165702819824,3.121373454729716,1024,0.0015625,lambda JR 0.01
